articleId,article_createdAt,articleType,replyId,replyType,reply_createdAt,reply_type,latency_hours,text_preview,year,clean_text,is_url_only,in_2020_win,in_2024_win,cluster_id,umap_x,umap_y,scam_hits,pol_hits,health_hits,topic,window,sub_electoral,sub_candidate,sub_cross_strait,sub_party,sub_defense,sub_theme
2ehgbnk2wa9lu,2023-07-17 22:58:06.860000001+00:00,TEXT,aymyeIkBFLWd9xY2uJO3,RUMOR,2023-07-21 13:45:25.941000+00:00,RUMOR,86.78863361111111,"麵粉公會清楚表明：

立陶宛小麥不適合採購。

在長時間運輸下，小麥容易冒汗結塊，長出黃麴毒素。


🌾🌾🌾🌾🌾🌾🌾🌾🌾
蔡政府為了買立陶宛會長出黃麴毒素的小麥，

蔡英文動用了①國發會，開了②國安會議，指示③外交部④經濟部處理，動用⑤行政院會議補貼採購，經費由⑥外交部+經濟部買單。

然後在⑦台北國際食品展公開推廣銷售給不知情的民眾。

又一個政府花納稅人的錢，去買毒給百姓吃，百姓再花錢去買毒糧",,"麵粉公會清楚表明：

立陶宛小麥不適合採購。

在長時間運輸下，小麥容易冒汗結塊，長出黃麴毒素。


🌾🌾🌾🌾🌾🌾🌾🌾🌾
蔡政府為了買立陶宛會長出黃麴毒素的小麥，

蔡英文動用了①國發會，開了②國安會議，指示③外交部④經濟部處理，動用⑤行政院會議補貼採購，經費由⑥外交部+經濟部買單。

然後在⑦台北國際食品展公開推廣銷售給不知情的民眾。

又一個政府花納稅人的錢，去買毒給百姓吃，百姓再花錢去買毒糧",False,False,False,107,9.71865940093994,5.323715686798096,0,2,1,political,off,0,1,0,0,1,candidate
10rgbuxw9ptty,2018-11-05 03:48:17.999999999+00:00,TEXT,__2L52YBP8WrztiviHWZ,RUMOR,2018-11-06 05:42:53.313000+00:00,RUMOR,25.909809166666665," 
新南向政策，我們單向開放「新南向國來台免簽證」造成：

1、泰國女子妨礙風化增加103倍
2、新南向國來台當短期車手
3、外籍人士在台犯罪率創下歷史新高（約在影片13分處）
———————

高金素梅立法院總質詢

《沒有人，可以出賣我們美好的未來！》

民進黨天天喊台灣價值、台灣優先。 

請看外交部網站的獎學金。


給外國來台灣讀大學的學生每年1250個名額

讀語言學校1年：
每月25",2018.0,"新南向政策，我們單向開放「新南向國來台免簽證」造成：

1、泰國女子妨礙風化增加103倍
2、新南向國來台當短期車手
3、外籍人士在台犯罪率創下歷史新高（約在影片13分處）
———————

高金素梅立法院總質詢

《沒有人，可以出賣我們美好的未來！》

民進黨天天喊台灣價值、台灣優先。 

請看外交部網站的獎學金。


給外國來台灣讀大學的學生每年1250個名額

讀語言學校1年：
每月25",False,False,False,-1,10.666359901428224,3.1945436000823975,0,1,0,political,off,0,0,0,1,0,party
AV-y1rvZyCdS-nWhujB9,2017-11-13 00:45:38.136000001+00:00,TEXT,AV-y_99SyCdS-nWhujCJ,RUMOR,2017-11-13 01:30:34.193000+00:00,RUMOR,0.7489047222222222,"
🔴 緊 急 通 知
各位：
如果收到《聖誕平安夜天貓送福包》的圖片，請不要打開，立即刪除，現在已經確認，這是比較極端的菲律賓網絡青年，攻擊中國人電腦和手機，會使電腦喪失一切信息，請發到各自群中，互相通知一下。
已經有人上當了❗
（緊急轉發）

",,"🔴 緊 急 通 知
各位：
如果收到《聖誕平安夜天貓送福包》的圖片，請不要打開，立即刪除，現在已經確認，這是比較極端的菲律賓網絡青年，攻擊中國人電腦和手機，會使電腦喪失一切信息，請發到各自群中，互相通知一下。
已經有人上當了❗
（緊急轉發）",False,False,False,-1,11.758520126342772,5.762442111968994,0,1,0,political,off,0,0,1,0,0,cross_strait
3azil6dehlq8,2023-11-10 10:09:05.333000+00:00,TEXT,B_XKvosBAjOeMOklRcg5,RUMOR,2023-11-11 14:30:08.952000+00:00,RUMOR,28.35100527777778,今天民進黨且隸屬新潮流的組織部主任被踢爆，穿民進黨的制服上酒店激吻女子。白天一本正經，晚上摸乳念經，難道已經成為新潮流的日常了嗎？,,今天民進黨且隸屬新潮流的組織部主任被踢爆，穿民進黨的制服上酒店激吻女子。白天一本正經，晚上摸乳念經，難道已經成為新潮流的日常了嗎？,False,False,True,115,10.645909309387209,5.2575907707214355,0,1,0,political,2024,0,0,0,1,0,party
2phkmkacjycfw,2023-04-17 15:18:27.034999999+00:00,TEXT,YM_x0IkBrkRFoI6rBlr9,RUMOR,2023-08-07 17:00:04.204000+00:00,RUMOR,2689.6936580555557,"一部中國人必看的中國現代史大製作紀錄片《百年中國-- 迷悟之間》

一．前言:
這是迄今為止，唯一一部由兩岸學者專家共同參與製作、兩岸學者專家都可接受的歷史觀點，這是一部非常重要的中國史觀紀錄片。這是一部可以提供國中、高中、大學生正確歷史觀，正確認識中國近現史，非常重要的紀錄片，非常需要大力推廣！

這部《百年中國-- 迷悟之間》紀錄片對台灣尤其重要，台灣從李賊登輝搞教改開始，把五千年中國史觀教科",,"一部中國人必看的中國現代史大製作紀錄片《百年中國-- 迷悟之間》

一．前言:
這是迄今為止，唯一一部由兩岸學者專家共同參與製作、兩岸學者專家都可接受的歷史觀點，這是一部非常重要的中國史觀紀錄片。這是一部可以提供國中、高中、大學生正確歷史觀，正確認識中國近現史，非常重要的紀錄片，非常需要大力推廣！

這部《百年中國-- 迷悟之間》紀錄片對台灣尤其重要，台灣從李賊登輝搞教改開始，把五千年中國史觀教科",False,False,False,-1,10.19675064086914,3.5694830417633057,0,2,0,political,off,0,0,2,0,0,cross_strait
1hndo67yrldet,2023-06-01 13:00:51.356000+00:00,TEXT,9WrbhIgBvEj1WkaU89cv,OPINIONATED,2023-06-04 05:23:07.181000+00:00,OPINIONATED,64.37106250000001,"【洛杉基 臉書】
【轉貼】～ 網友蕭同學寫的文章，寫的很好，值得與大家分享。
此文也解答了許多藍營心中的疑惑：為何年輕族群不喜歡國民黨？
一個台大校園裡的隨機訪查，就已經透露出這個端倪。。。
更糟糕的是，KMT高層對於這個嚴重現象，不是視而不見就是充耳不聞，尤其是那幾個高層老屁股，如王X平等人，似乎已經老早與年輕民眾嚴重脫節，還在力挺郭董。。。。

------------------------",,"【洛杉基 臉書】
【轉貼】～ 網友蕭同學寫的文章，寫的很好，值得與大家分享。
此文也解答了許多藍營心中的疑惑：為何年輕族群不喜歡國民黨？
一個台大校園裡的隨機訪查，就已經透露出這個端倪。。。
更糟糕的是，KMT高層對於這個嚴重現象，不是視而不見就是充耳不聞，尤其是那幾個高層老屁股，如王X平等人，似乎已經老早與年輕民眾嚴重脫節，還在力挺郭董。。。。

------------------------",False,False,False,-1,10.01750659942627,4.098578453063965,0,1,0,political,off,0,0,0,2,0,party
10g31qnca0z73,2023-07-30 07:45:49.510000001+00:00,TEXT,UilwpokBFLWd9xY2rsNK,OPINIONATED,2023-07-30 10:55:49.832000+00:00,OPINIONATED,3.1667561111111113,"阿扁總統時期，李遠哲建議實施教改，把禮義廉恥，忠孝仁愛,信義和平，踢出校園也快有二十年了，課綱內從此無倫理道德，弟子規，公民道德的課
政策的錯誤比貪污還可怕，執政者錯誤就錯到底，從不認錯，也不改錯,但不知是否知錯,
孩子從小成長，必須由學校和家長一起糾正改進，這是條辛苦又漫長的路,",,"阿扁總統時期，李遠哲建議實施教改，把禮義廉恥，忠孝仁愛,信義和平，踢出校園也快有二十年了，課綱內從此無倫理道德，弟子規，公民道德的課
政策的錯誤比貪污還可怕，執政者錯誤就錯到底，從不認錯，也不改錯,但不知是否知錯,
孩子從小成長，必須由學校和家長一起糾正改進，這是條辛苦又漫長的路,",False,False,False,84,9.313277244567873,3.442204236984253,0,1,0,political,off,0,0,0,0,0,general
qmuf4py791rn,2023-06-09 09:49:27.984000002+00:00,TEXT,eGr2o4gBvEj1WkaU1vmy,RUMOR,2023-06-10 06:20:43.056000+00:00,RUMOR,20.520853333333335,"蔡：總統緊急命令可重啟核電
www.ptt.cc/bbs/Gossiping/M.1686153786.A.61B.html

王美花：電力韌性盤點可能納入核能 執行面待溝通
www.ptt.cc/bbs/Gossiping/M.1686137181.A.278.html

党要轉彎嘍 大家抓緊",,"蔡：總統緊急命令可重啟核電
 

王美花：電力韌性盤點可能納入核能 執行面待溝通
 

党要轉彎嘍 大家抓緊",False,False,False,17,10.584515571594238,6.599441051483154,0,1,0,political,off,0,0,0,0,0,general
2dbhr5kagi2sh,2019-07-14 14:28:33.832999999+00:00,TEXT,NcIj8WsBqwaEkHKwwgSW,RUMOR,2019-07-14 15:39:41.077000+00:00,RUMOR,1.1853455555555554,沒寫博士論文、買假的博士證書，蔡英文膽子很大，國民黨騙台灣人70年，在騙到第35年時，蔡英文接手再騙台灣人35年，那張證書是不是又是長沙火車站走出來，那個【倆光】中國人賣給他的？民進黨的68名立委，還是續挺蔡英文？我們該否【針對本案】召開國際記者會，向全世界說明。紀咧查某拿假學歷騙我們台灣人，還騙到總統，2019年全世界最轟動的詐騙案。台灣人必須讓蔡英文的這個詐欺行為，付出代價，好膽麥走，台灣版朴,,沒寫博士論文、買假的博士證書，蔡英文膽子很大，國民黨騙台灣人70年，在騙到第35年時，蔡英文接手再騙台灣人35年，那張證書是不是又是長沙火車站走出來，那個【倆光】中國人賣給他的？民進黨的68名立委，還是續挺蔡英文？我們該否【針對本案】召開國際記者會，向全世界說明。紀咧查某拿假學歷騙我們台灣人，還騙到總統，2019年全世界最轟動的詐騙案。台灣人必須讓蔡英文的這個詐欺行為，付出代價，好膽麥走，台灣版朴,False,False,False,-1,10.64388656616211,5.316397666931152,1,6,0,political,off,0,1,1,2,0,party
2d5879h412dju,2023-07-27 15:40:14.719000+00:00,TEXT,bSkrookBFLWd9xY2xb96,OPINIONATED,2023-07-29 15:02:04.921000+00:00,OPINIONATED,47.363944999999994,"王鴻薇

#朱門酒肉臭路有凍死骨
#人民抗議中暑暈倒
#蔡英文賴清德穿厚外套冷氣不錯

716大遊行甫落幕，雖然頂著烈日高溫，仍然阻止不了人民對執政黨的不滿與怒吼，高喊民進黨下台。不過真的烈日難耐，還是有民眾因此中暑暈倒，但是畫面一轉，在參加民進黨全代會的蔡英文、賴清德兩人，穿著厚重的外套，在冷氣房裡開著造勢大會，真是兩樣情，也更讓人髮指。

尤其身為總統的蔡英文，當著電視機轉播，穿著外套稱「冷氣",,"王鴻薇

#朱門酒肉臭路有凍死骨
#人民抗議中暑暈倒
#蔡英文賴清德穿厚外套冷氣不錯

716大遊行甫落幕，雖然頂著烈日高溫，仍然阻止不了人民對執政黨的不滿與怒吼，高喊民進黨下台。不過真的烈日難耐，還是有民眾因此中暑暈倒，但是畫面一轉，在參加民進黨全代會的蔡英文、賴清德兩人，穿著厚重的外套，在冷氣房裡開著造勢大會，真是兩樣情，也更讓人髮指。

尤其身為總統的蔡英文，當著電視機轉播，穿著外套稱「冷氣",False,False,False,115,10.656490325927734,5.2833251953125,0,4,0,political,off,0,2,0,1,0,candidate
qeajkpsyg2r7,2024-08-10 16:54:29.318000002+00:00,TEXT,3HNRT5EBd3gcY0LpSBZj,RUMOR,2024-08-14 05:16:52.706000+00:00,RUMOR,84.37316333333332,看到國軍”紮紮實實”的訓練，兩岸戰爭一定很快就結束了！,,看到國軍”紮紮實實”的訓練，兩岸戰爭一定很快就結束了！,False,False,False,110,11.921324729919434,4.572684288024902,0,1,0,political,off,0,0,1,0,2,defense
3q0n49uk94q59,2022-11-29 12:25:29.259000002+00:00,TEXT,EPqVy4QBC7Q3lHuUwH7k,RUMOR,2022-12-01 02:48:19.939000+00:00,RUMOR,38.380744444444446,這真是太離譜了，如果屬實中選會主委應該下台謝罪，屏東縣投票公民數是678576人，居然議員投票人數會達678576人，投票率率高達100%確實不可思義，怎麼可能會有這麼高的投票率？,,這真是太離譜了，如果屬實中選會主委應該下台謝罪，屏東縣投票公民數是678576人，居然議員投票人數會達678576人，投票率率高達100%確實不可思義，怎麼可能會有這麼高的投票率？,False,False,False,114,11.298739433288574,5.99851655960083,0,1,0,political,off,1,0,0,0,0,electoral
1tc0br92wluqf,2022-11-29 05:34:09.193000+00:00,TEXT,D_qVy4QBC7Q3lHuUs37G,RUMOR,2022-12-01 02:48:16.580000+00:00,RUMOR,45.23538527777777,"屏東縣開票都沒亮票喔？
國民黨團不是說每個投開票所,都有派人監票嗎？",,"屏東縣開票都沒亮票喔？
國民黨團不是說每個投開票所,都有派人監票嗎？",False,False,False,114,11.191475868225098,6.146714687347412,0,1,0,political,off,1,0,0,1,0,electoral
iomcoqm1vy6n,2024-09-04 14:26:45.468000+00:00,TEXT,43MRvpEBd3gcY0LpJsLM,RUMOR,2024-09-04 17:24:40.778000+00:00,RUMOR,2.9653638888888887,"我們主要的工作就是在統一的時間段內在群組交流並在合作平台進行操作取得收益
具體的操作方式很簡單，也就是在群組依照指導人員指導，然後在平台進行操作",,"我們主要的工作就是在統一的時間段內在群組交流並在合作平台進行操作取得收益
具體的操作方式很簡單，也就是在群組依照指導人員指導，然後在平台進行操作",False,False,False,103,3.8539578914642334,5.68818473815918,0,1,0,political,off,0,0,1,0,0,cross_strait
2xx94preka75q,2024-09-01 04:34:58.702000+00:00,TEXT,zHO6y5EBd3gcY0Lp8NX0,RUMOR,2024-09-07 09:05:11.923000+00:00,RUMOR,148.5036725,"京華城的爭議

京華城原本是唐榮鐵工廠
屬於第三種工業區
當時台北市長陳水扁很清楚
由於台北市區向東發展
該土地不再適合當工業區使用
於是同意變更爲容積率560%的
第三種商業區俗稱「商三」
但陳水扁「不法」自創附帶條件
要求京華城捐地30%
蓋公園及布偶館
京華城只好照做

後來台北市長換人
有後任市長認爲
捐地的容積率要沒收
商三法定容積率應該打七折
只應給容積率392%
京華城就變成全台灣唯",,"京華城的爭議

京華城原本是唐榮鐵工廠
屬於第三種工業區
當時台北市長陳水扁很清楚
由於台北市區向東發展
該土地不再適合當工業區使用
於是同意變更爲容積率560%的
第三種商業區俗稱「商三」
但陳水扁「不法」自創附帶條件
要求京華城捐地30%
蓋公園及布偶館
京華城只好照做

後來台北市長換人
有後任市長認爲
捐地的容積率要沒收
商三法定容積率應該打七折
只應給容積率392%
京華城就變成全台灣唯",False,False,False,107,9.512492179870604,4.7160468101501465,0,1,0,political,off,0,0,0,0,0,general
12nmq1nyae3xv,2019-12-01 00:04:22.692999999+00:00,TEXT,8Vbi-G4BV0DITCqGyDpp,RUMOR,2019-12-12 06:54:02.338000+00:00,RUMOR,270.82767916666666,"💄2020年選舉結果：蔡英文贏「民調」、而韓國瑜會「贏得大選」

https://www.chinatimes.com/realtimenews/20191127005604-260407

💄天意不可違
💄江嘉葉命理師由五官命相【韓國瑜有天生「龍骨」】、及眾菩薩指示通靈得知，2020年台灣選舉肯定由韓國瑜當選總統！

https://www.chinatimes.com/tube/2019071",,"💄2020年選舉結果：蔡英文贏「民調」、而韓國瑜會「贏得大選」

 

💄天意不可違
💄江嘉葉命理師由五官命相【韓國瑜有天生「龍骨」】、及眾菩薩指示通靈得知，2020年台灣選舉肯定由韓國瑜當選總統！",False,True,False,-1,10.488195419311523,4.904872894287109,0,4,0,political,2020,1,2,0,0,0,candidate
2rsnc5crewrt7,2020-06-27 03:46:51.875000+00:00,TEXT,mdv7AHMBb3SlMKoACtq7,RUMOR,2020-06-29 16:48:39.097000+00:00,RUMOR,61.02978388888889,"馬斯克要在太空佈建45000顆衛星，讓全球地面無死角接受6G,，到時全球電信商會不會全死啊，按照他目的不是金錢而是成就。
美國政府挹注他的太空星鏈計畫，將來6G美國軍方有一半的權利。

各國電信商佈置5G遇到鬼才不是要倒一片，他打破現在的框架規則創新世界，準備解放牆國

Elon Musk是美國國之器, 有使命感。ElonMusk的計畫讓中國衛星終將被屏蔽，將來飛彈都發不準了。

http://t",,"馬斯克要在太空佈建45000顆衛星，讓全球地面無死角接受6G,，到時全球電信商會不會全死啊，按照他目的不是金錢而是成就。
美國政府挹注他的太空星鏈計畫，將來6G美國軍方有一半的權利。

各國電信商佈置5G遇到鬼才不是要倒一片，他打破現在的框架規則創新世界，準備解放牆國

Elon Musk是美國國之器, 有使命感。ElonMusk的計畫讓中國衛星終將被屏蔽，將來飛彈都發不準了。",False,False,False,-1,7.559792518615723,8.152731895446777,0,1,0,political,off,0,0,1,0,2,defense
2n9q6msqqxt71,2024-08-10 16:12:28.125999999+00:00,TEXT,43Mly5EBd3gcY0Lps9SO,RUMOR,2024-09-07 06:22:11.341000+00:00,RUMOR,662.1620041666666,賴清德已經把，軍情交給美國管了，台灣的亂會從高雄開始，你們看現在的高雄,,賴清德已經把，軍情交給美國管了，台灣的亂會從高雄開始，你們看現在的高雄,False,False,False,108,11.526567459106444,4.156349182128906,0,1,0,political,off,0,1,0,0,0,candidate
1kmv5rf2877jt,2018-12-07 13:58:51.190999998+00:00,TEXT,DtAG22wBqwaEkHKwbejz,RUMOR,2019-08-29 01:38:47.403000+00:00,RUMOR,6347.665614444445,"民進黨執政債務表 ..新南向:1000億 ..核四封存:2849億.. 國艦國造:4700億 ..前瞻計畫:8800億 ..離岸風電.20000億 ..金援海地:45億 ..陳菊高雄負債:2900億.. 賴清德台南負債:716億.. 真的是債留子孫了,這張 「債務表務必要給年輕 人看,這關係到他們的未 來的債務 !請用力分享!",,"民進黨執政債務表 ..新南向:1000億 ..核四封存:2849億.. 國艦國造:4700億 ..前瞻計畫:8800億 ..離岸風電.20000億 ..金援海地:45億 ..陳菊高雄負債:2900億.. 賴清德台南負債:716億.. 真的是債留子孫了,這張 「債務表務必要給年輕 人看,這關係到他們的未 來的債務 !請用力分享!",False,False,False,107,9.722664833068848,5.30329704284668,0,2,0,political,off,0,1,0,1,0,candidate
2hjz6zhpugkpx,2022-11-23 09:33:11.079000002+00:00,TEXT,oPp0pIQBC7Q3lHuU1Fmz,RUMOR,2022-11-23 12:27:10.897000+00:00,RUMOR,2.899949444444444,"「台灣事實查核中心」進入「造假」地帶

印象中以前也寫過台灣事實查核中心的評論。這個單位，當然徹頭徹尾就是個為民進黨政府洗地的側翼組織，不過最近的兩個查核報告，我發現他已經脫離側翼的範圍，已經成了假訊息的傳播者了。

長期以來，我認為台灣事實查核中心有問題，來自於它一直都是「選擇性的查核」。在此，我也可以簡單地羅列一下我認為所謂事實查核四個不同程度的問題。

第一層，是「選擇性的查核」，也就是查核",,"「台灣事實查核中心」進入「造假」地帶

印象中以前也寫過台灣事實查核中心的評論。這個單位，當然徹頭徹尾就是個為民進黨政府洗地的側翼組織，不過最近的兩個查核報告，我發現他已經脫離側翼的範圍，已經成了假訊息的傳播者了。

長期以來，我認為台灣事實查核中心有問題，來自於它一直都是「選擇性的查核」。在此，我也可以簡單地羅列一下我認為所謂事實查核四個不同程度的問題。

第一層，是「選擇性的查核」，也就是查核",False,False,False,-1,10.309198379516602,5.160585403442383,0,1,0,political,off,0,0,0,1,0,party
1ajhu4opxumx9,2024-09-10 16:50:58.513999999+00:00,TEXT,SHOH3ZEBd3gcY0LpHPHh,RUMOR,2024-09-10 20:01:45.184000+00:00,RUMOR,3.1796305555555557,"好，那在麻煩妳加一下LINE因為我怕IG會吃訊息，那工作詳情和地點你在LINE上面再詢問就可以了，在麻煩您截圖告訴我你的名字，上班時間會在統一回覆
點下方連結就可以詢問了https://line.me/ti/p/hYjl7kjve1",,"好，那在麻煩妳加一下LINE因為我怕IG會吃訊息，那工作詳情和地點你在LINE上面再詢問就可以了，在麻煩您截圖告訴我你的名字，上班時間會在統一回覆
點下方連結就可以詢問了",False,False,False,-1,4.7226481437683105,5.354568004608154,0,1,0,political,off,0,0,1,0,0,cross_strait
1hkdlfgqtgao7,2023-07-19 11:03:26.676000003+00:00,TEXT,pfWSfIsBAjOeMOklHXdM,OPINIONATED,2023-10-29 17:53:52.455000+00:00,OPINIONATED,2454.8404941666663,"拜託大家貼給你們認識的柯布林aka.柯粉：

❌你們真的以為柯師父全宇宙最聰明、最優秀嗎？

👉👉👉柯文哲大學重考兩次，第三次才考上台大醫科，醫科在陽明加台大一共唸了9年。然後一直拿預官考試成績，說自己智商157⋯

不知道柯粉知不知道，有一個人：

⋯小學唸5年就因爲成績太好跳級國中

⋯高中考上建中數理資優班

⋯大學聯考一次就全國榜首考上台大醫科

⋯大學時擔任台大醫學院杏林合唱團團長

⋯",,"拜託大家貼給你們認識的柯布林aka.柯粉：

❌你們真的以為柯師父全宇宙最聰明、最優秀嗎？

👉👉👉柯文哲大學重考兩次，第三次才考上台大醫科，醫科在陽明加台大一共唸了9年。然後一直拿預官考試成績，說自己智商157⋯

不知道柯粉知不知道，有一個人：

⋯小學唸5年就因爲成績太好跳級國中

⋯高中考上建中數理資優班

⋯大學聯考一次就全國榜首考上台大醫科

⋯大學時擔任台大醫學院杏林合唱團團長

⋯",False,False,False,84,9.39455509185791,3.2932169437408447,0,1,0,political,off,0,1,0,0,0,candidate
16xn9et11rc47,2024-09-06 10:33:36.079000002+00:00,TEXT,fXTC5pEBd3gcY0LpLwAq,RUMOR,2024-09-12 15:02:51.433000+00:00,RUMOR,148.48759833333335,"2015年應曉薇和沈慶京一起搭飛機去澳門的照片
前排應曉薇.沈慶京.後排黃珊珊.柯文哲四人同機由澳門回臺。",,"2015年應曉薇和沈慶京一起搭飛機去澳門的照片
前排應曉薇.沈慶京.後排黃珊珊.柯文哲四人同機由澳門回臺。",False,False,False,-1,11.15854549407959,3.5206782817840576,0,1,0,political,off,0,1,0,0,0,candidate
3toca0rwxksxo,2024-09-06 12:18:00.531000+00:00,TEXT,fXTC5pEBd3gcY0LpLwAq,RUMOR,2024-09-12 15:02:51.433000+00:00,RUMOR,146.74747277777777,前排應曉薇.沈慶京.後排黃珊珊.柯文哲四人同機由澳門回臺。瓜田李下、人言可畏。金錢跟權勢大部分的人都經不起誘惑.。,,前排應曉薇.沈慶京.後排黃珊珊.柯文哲四人同機由澳門回臺。瓜田李下、人言可畏。金錢跟權勢大部分的人都經不起誘惑.。,False,False,False,88,8.846137046813965,4.040006637573242,0,1,0,political,off,0,1,0,0,0,candidate
15pq1pd4ixibl,2018-12-02 00:24:55.424000002+00:00,TEXT,gv23b2cBP8WrztivvYV3,OPINIONATED,2018-12-02 16:19:31.800000+00:00,OPINIONATED,15.910104444444444,"【高雄市教育局長人選居然要經牧師「看過」？ 別放任宗教入侵教育！】
　
（文末有後續的追蹤補充，也歡迎大家提供最新資訊給我們～）
　
今天，高雄基督豐收教會牧師蔡宗勳在自己臉書上公開出示他和韓國瑜伴侶李佳芬的對話紀錄，並且於文中強調韓國瑜今天親自打電話給他，允諾「會謹慎選擇教育局長，然後帶來給牧師們看」，而這種「宗教入侵政治與教育」惡質情況，引發許多高雄市民反彈！！！
　
1️⃣ 教育局長要慎選是",,"【高雄市教育局長人選居然要經牧師「看過」？ 別放任宗教入侵教育！】
　
（文末有後續的追蹤補充，也歡迎大家提供最新資訊給我們～）
　
今天，高雄基督豐收教會牧師蔡宗勳在自己臉書上公開出示他和韓國瑜伴侶李佳芬的對話紀錄，並且於文中強調韓國瑜今天親自打電話給他，允諾「會謹慎選擇教育局長，然後帶來給牧師們看」，而這種「宗教入侵政治與教育」惡質情況，引發許多高雄市民反彈！！！
　
1️⃣ 教育局長要慎選是",False,False,False,-1,9.440540313720703,3.795574903488159,0,1,0,political,off,0,1,0,0,0,candidate
AVykveyyyCdS-nWhuaZ7,2017-06-14 03:55:29.327000+00:00,TEXT,AVzAKfdlyCdS-nWhuav1,RUMOR,2017-06-19 11:43:14.788000+00:00,RUMOR,127.7959613888889,"這傢伙到底是何方神聖？(世界上唯一的.危機化解大師)
 
這傢伙到底是何方神聖？讓負責台灣安全的國安會三大巨頭，三個鐘頭從頭到尾聆聽他一個人演講。
 
前不久，職掌台灣安全的最高機構國安會，透過管道安排，邀請美國一位具有特殊背景的神秘人物來台，對內部做了一場有關「台海危機處理及危機化解」的專題演講。
 
現場聆聽者有國安會秘書長莊銘耀、兩位副秘書長，以及海基會、國防部參謀總部等相關主管幹部。
 
",,"這傢伙到底是何方神聖？(世界上唯一的.危機化解大師)
 
這傢伙到底是何方神聖？讓負責台灣安全的國安會三大巨頭，三個鐘頭從頭到尾聆聽他一個人演講。
 
前不久，職掌台灣安全的最高機構國安會，透過管道安排，邀請美國一位具有特殊背景的神秘人物來台，對內部做了一場有關「台海危機處理及危機化解」的專題演講。
 
現場聆聽者有國安會秘書長莊銘耀、兩位副秘書長，以及海基會、國防部參謀總部等相關主管幹部。",False,False,False,-1,10.60936450958252,4.543141841888428,0,2,0,political,off,0,0,0,0,2,defense
30z6oa693logv,2022-08-12 10:18:21.284999999+00:00,TEXT,sopPlYIBv5it-Cx_4w_p,RUMOR,2022-08-13 03:46:57.128000+00:00,RUMOR,17.476623055555557,"民進黨已通過毒品條例

校園內可以擁有5克的毒品，超過才被視同販毒。
國民黨立委提案，要求嚴禁毒品合法化，並提出零容忍，凡持有毒品者，均予嚴辦，但遭民進黨立委
封殺，且通過持有毒品五克以上，才視同販毒，爾後台灣除了是(同性戀島)(愛滋病島)現在又增加一個(毒品島)了。

校園毒品零容忍遭封殺，藍委提嚴刑峻法被綠委阻攔 ，毒品殘害我們的幼苗，民進黨根本不在乎，可怕啊！

校園毒品合法後，台灣未來很快",,"民進黨已通過毒品條例

校園內可以擁有5克的毒品，超過才被視同販毒。
國民黨立委提案，要求嚴禁毒品合法化，並提出零容忍，凡持有毒品者，均予嚴辦，但遭民進黨立委
封殺，且通過持有毒品五克以上，才視同販毒，爾後台灣除了是(同性戀島)(愛滋病島)現在又增加一個(毒品島)了。

校園毒品零容忍遭封殺，藍委提嚴刑峻法被綠委阻攔 ，毒品殘害我們的幼苗，民進黨根本不在乎，可怕啊！

校園毒品合法後，台灣未來很快",False,False,False,16,10.684768676757812,0.5951334238052368,0,3,0,political,off,0,0,0,2,0,party
1de9x2iwsc5gz,2024-09-03 07:58:24.726000+00:00,TEXT,dHNV1ZEBd3gcY0LpCOTB,OPINIONATED,2024-09-09 05:50:05.505000+00:00,OPINIONATED,141.8613275,"大家一起來歧視老人？
請看楊哲銘的文章Ageism
他是北醫醫療暨生物科技法律所/醫管系教授。
·總統府健康台灣推動委員會，聚焦在「健康台灣的願景」與「健保的改革及優化」。日前執政黨立委的健保公聽會中，中經院院長指出老年人用掉最多的健保經費，卻對健保費貢獻最小，付出代價的是年輕人，許多老人雖已退休了，卻有財產，建議要想辦法從老人的財產中拿錢出來挹注健保；衛福部長接受專訪也稱這種說法很有道理，應該要",,"大家一起來歧視老人？
請看楊哲銘的文章Ageism
他是北醫醫療暨生物科技法律所/醫管系教授。
·總統府健康台灣推動委員會，聚焦在「健康台灣的願景」與「健保的改革及優化」。日前執政黨立委的健保公聽會中，中經院院長指出老年人用掉最多的健保經費，卻對健保費貢獻最小，付出代價的是年輕人，許多老人雖已退休了，卻有財產，建議要想辦法從老人的財產中拿錢出來挹注健保；衛福部長接受專訪也稱這種說法很有道理，應該要",False,False,False,-1,8.014119148254395,0.9575418829917908,0,2,1,political,off,0,0,0,0,0,general
